Molecular_Weight,Hydrogen_bond_Acceptor,Hydrogen_bond_Donor,xlogP,Physiological_Charge,Polarized_Surface_Area,BBB
218.25,3,2,1.1,0,58.2,1
537.8,4,0,8.9,0,38.8,1
328.5,4,0,4.7,0,41,1
413.5,6,1,3.1,0,52.6,1
437.5,6,1,4.4,0,67,1
274.74,2,1,3,0,41.5,1
528.6,9,1,3.7,0,120,1
399.9,4,1,4.7,0,54,1
311.4,3,0,4,0,21.7,1
244.31,4,3,0.3,0,104,1
414.5,9,3,1.1,0,187,0
346.8,4,1,3.2,0,50.8,1
401.9,5,0,3.5,0,64.4,1
408.5,4,1,4.8,0,45.3,1
304.31,6,0,3,0,32.8,1
293.4,2,0,3.9,0,20.3,1
289.4,4,1,1.8,0,49.8,1
266.34,4,3,0.2,0,84.6,0
255.35,1,0,3.6,0,18.1,1
330.2,3,1,2.8,0,35.6,1
262.35,4,1,1.7,0,33.7,1
442.6,5,0,4.6,0,59.1,1
208.26,2,1,0.2,0,51.1,1
359.5,2,1,6.1,0,37.3,1
395.6,4,1,4.9,0,60.9,1
414.5,3,1,4.1,0,43.8,1
330.4,6,0,3.3,0,89.6,1
188.27,2,1,1.2,0,15.3,1
661.7,15,2,1,0,268,0
255.27,3,1,1.9,0,59.3,0
239.31,4,4,0.3,0,72.7,0
188.18,4,3,-1.4,0,110,1
329.4,6,0,0.2,0,69.6,1
350.4,4,0,3.1,0,51.6,1
253.34,2,0,2.9,0,12.5,1
341.4,4,2,3.3,0,58.6,0
379.4,4,1,2.9,0,52.6,1
179.26,2,1,2.1,0,35.2,1
454.6,3,1,6.5,0,24.5,1
299.32,4,0,2.4,0,78.5,1
397.8,7,4,-1.4,0,158,0
437.5,9,3,1,0,207,0
124.14,2,1,0,0,41.5,1
377.3,3,1,4,0,49.4,1
318.4,3,0,3.6,0,52.3,1
231.08,2,1,2.4,0,33.6,1
350.4,4,0,3.1,0,51.6,1
376.5,5,0,3.5,0,49.8,1
391.5,4,1,2.8,0,39.3,1
313.5,2,1,5.5,0,23.5,1
196.25,2,1,0,0,49.4,1
230.26,3,1,2.7,0,55.1,1
376.5,3,1,4.9,0,32.3,1
339.5,3,0,4.2,0,29.5,1
814,16,0,4.3,0,184,0
249.35,3,2,3.1,0,41.5,1
266.4,2,1,3.7,0,15.3,1
319.2,3,1,3.7,0,41.6,1
310.5,3,0,4.6,0,31.8,1
266.29,2,1,1.6,0,63.4,1
186.25,1,0,2.4,0,17.8,1
375.4,4,1,4.3,0,35.4,1
304.82,3,0,2.8,0,24.3,1
292.4,2,0,4,0,6.5,1
452.5,7,0,4.1,0,60.5,1
290.4,2,0,3.5,0,6.5,1
273.29,6,0,2.9,0,78.3,1
421.5,7,2,1.8,0,110,1
360.5,5,1,2.9,0,35.9,1
373.5,4,1,4.3,0,30,1
310.4,3,2,2.9,0,60.4,1
800,15,1,4.7,0,178,0
399.5,8,5,-2.5,0,147,0
510.6,7,1,4.4,0,127,0
193.24,3,1,1.6,0,38.3,0
208.1,1,1,2,0,43.1,1
257.37,2,0,2.1,0,12.5,1
301.3,5,0,1.5,0,73,1
284.4,3,0,4.2,0,34.7,1
452.5,8,1,4.9,0,61.2,1
346.5,2,2,4.6,0,39.3,1
443.6,9,1,4.2,0,83.5,1
451.5,8,1,3,0,72.3,1
459,6,1,4.7,0,78.3,1
424.9,5,1,5.1,0,73.4,1
299.4,2,1,4.9,0,23.5,1
283.4,2,2,4,0,46.2,1
360.4,5,2,1.5,0,91.7,1
486.6,6,2,4.7,0,101,1
420.5,7,2,1.5,0,101,1
334.33,8,3,-0.4,0,147,0
186.25,2,2,2,0,72.2,1
496.6,7,2,3.6,0,93.1,1
254.5,2,2,2.4,0,49.3,1
183.2,4,4,-1.4,0,72.7,0
344.5,3,1,2.7,0,54.4,1
378.4,6,3,1.3,0,94.8,1
126.24,0,0,4,0,0,1
112.21,0,0,3.8,0,0,1
219.32,2,1,2.6,0,21.3,1
320.16,4,3,0.6,0,86.6,1
427.4,4,2,3.5,0,74.6,1
364.4,6,2,2.2,0,121,0
413.4,8,0,2.7,0,75.7,1
810.9,13,5,5.5,0,211,0
280.4,2,0,3.9,0,6.5,1
328.3,2,2,4.1,0,32.3,1
720.9,9,4,6,0,202,0
292.4,2,0,1.7,0,40.6,1
257.37,2,0,2.1,0,12.5,1
273.29,5,0,3.2,0,12.5,1
220.22,4,4,-1.2,0,99.3,1
483.5,15,11,-7.2,0,288,0
583.6,15,13,-8.2,0,340,0
286.28,7,5,-1.2,0,120,1
346.5,4,2,2.5,0,74.6,1
324.4,4,1,2.9,0,45.6,0
427.5,9,3,0,0,202,0
670.8,7,5,4.2,0,167,0
853.9,14,4,2.5,0,221,0
285.4,2,1,3.3,0,23.5,1
475.6,12,8,-4.2,0,200,0
427.4,4,2,2.7,0,74.6,1
422.5,8,0,1.8,0,101,1
190.24,2,1,0.2,0,32.3,0
525.6,8,2,2.5,0,139,0
852.9,12,4,2.3,0,228,0
389.5,6,2,-0.6,0,115,0
513.5,11,6,1.5,0,197,0
462.5,7,1,3.1,0,89.9,1
814,16,3,2.6,0,206,0
340.5,2,2,2.5,0,51.4,1
862.1,17,4,3.4,0,226,0
502.6,8,1,3.6,0,99.1,1
434.5,7,2,2.8,0,101,1
594.7,11,2,0.7,0,216,0
466.9,7,1,3.9,0,99.1,1
426.5,3,1,4.6,0,55.6,1
500.6,9,1,4,0,106,1
300.4,2,1,6.3,0,37.3,1
366.5,3,0,5.3,0,15.7,0
411.5,5,3,3.5,0,82.7,1
459.5,7,3,3.6,0,99.9,1
138.06,4,2,-1.4,0,70.1,1
749,14,5,4,0,180,0
268.3,2,2,5.1,0,40.5,0
102.09,3,2,-1.5,0,64.4,1
811.9,16,4,3.8,0,217,0
656.7,14,3,1.2,0,189,0
462.5,10,3,-0.9,0,201,0
810,14,5,7.5,0,225,0
1255.4,18,5,3.8,0,356,0
305.2,4,2,-0.5,0,66.6,0
670.8,7,5,4.2,0,167,1
451.5,13,9,-5.8,0,248,0
285.69,7,3,0.8,0,119,1
513.5,11,6,1.3,0,197,0
238.28,3,2,2.1,0,75.3,1
480.5,10,0,0.9,0,127,1
300.4,3,0,3.3,0,53.5,1
233.31,3,1,2.1,0,38.3,1
96.09,3,1,-0.1,0,41.5,1
312.8,2,0,3.7,0,32.7,1
395.4,6,0,2.5,0,65.1,1
521,7,1,3.2,0,107,1
627.6,13,5,2.7,0,204,0
612.6,13,5,-0.1,0,259,0
100.2,0,0,3.7,0,0,1
96.94,0,0,1.9,0,0,1
319.9,3,1,4.6,0,28.2,1
259.3,3,0,2.8,0,38.8,1
354.4,4,2,2.9,0,65.6,0
309.4,2,0,3.9,0,20.3,1
151.21,2,2,1.4,0,46.2,0
467.6,5,2,5,0,62.2,1
539.6,9,3,-0.2,0,207,0
532.6,9,3,0.2,0,225,0
460.5,8,3,1.8,0,138,1
290.38,4,0,2.4,0,23.6,1
286.71,3,2,2.2,0,61.7,1
240.34,2,0,2.8,0,16.1,0
226.32,1,1,2.3,0,17,1
315.9,2,0,5.2,0,28.5,1
279.4,2,0,4.3,0,12.5,1
279.4,2,0,4.3,0,12.5,1
275.35,4,1,0.7,0,44.8,1
214.26,3,2,1.4,0,59.1,1
312.5,3,0,4.8,0,31.8,1
254.28,3,1,3.1,0,54.4,1
239.74,2,1,3.2,0,29.1,1
284.4,3,0,4.8,0,31.8,1
211.22,3,2,-1.3,0,88.2,1
181.23,3,3,0.6,0,52.5,0
248.32,3,3,1.8,0,57.3,1
254.12,1,1,2.7,0,29.1,1
341.4,6,2,0.6,0,110,1
300.8,2,0,4.5,0,6.5,1
303.35,5,5,2,0,93,0
241.24,5,2,0.6,0,91,1
293.4,2,0,2.3,0,39.8,1
262.3,1,2,3.5,0,27.8,1
153.18,3,3,-0.8,0,66.5,0
224.21,4,2,-0.8,0,78.9,1
188.27,1,2,2.5,0,41.8,1
223.07,2,2,1.1,0,72.2,1
269.4,2,0,3.8,0,12.5,1
267.32,3,2,2.3,0,43.7,1
212.31,2,1,2.1,0,64.4,1
176.21,2,0,-0.3,0,33.2,1
202.3,2,1,2.3,0,15.3,1
337.5,3,1,3.8,0,40.5,1
329.4,5,1,3.5,0,39.7,1
279.8,1,0,5.4,0,3.2,1
443.6,6,0,3.8,0,77.5,1
443.6,6,0,3.8,0,77.5,1
379.5,4,0,4.3,0,38.8,1
388.8,7,0,0.5,0,91.8,1
421.5,7,0,3.7,0,52.1,1
416.1,2,0,5.3,0,27,1
383.5,7,2,0.8,0,119,1
230.26,3,0,2.7,0,44.1,1
307.4,2,0,4.5,0,12.5,1
392.4,9,3,0.1,0,98.9,0
204.29,3,1,2,0,67.2,0
309.33,5,1,4,0,21.3,1
374.9,4,1,3.7,0,35.9,1
221.47,2,3,0.7,0,61.4,1
413.4,8,0,2.7,0,75.7,1
233.26,5,4,-0.7,0,107,1
181.23,3,3,0.1,0,52.5,0
312.4,2,0,2.7,0,40.6,1
167.19,2,3,-0.1,0,111,0
309.5,6,3,1,0,88.4,1
371.5,2,0,7.1,0,12.5,0
166.25,2,1,1.1,0,71,1
156.21,3,2,0.5,0,106,1
378.31,9,2,3.6,0,45.2,1
305.4,4,1,1.3,0,64.6,1
516.7,6,3,5.5,0,104,0
861.1,14,3,3.8,0,170,0
398.5,8,2,0.6,0,152,1
327.4,6,2,0.2,0,110,1
313.4,4,1,3,0,39.7,1
254.35,3,2,3.2,0,90.3,1
264.35,3,2,2.4,0,90.3,1
288.4,4,2,3,0,116,1
212.31,2,1,2.1,0,64.4,1
371.5,2,0,7.1,0,12.5,0
466.4,10,3,0.5,0,181,1
242.34,3,2,2.9,0,90.3,1
254.35,3,2,3.2,0,90.3,1
397.5,4,1,4.3,0,67.7,1
357.8,5,1,2,0,76.7,1
335.4,5,0,2.4,0,77,1
464.9,7,0,2.9,0,97.3,1
422.5,8,0,1.8,0,101,1
223.29,3,1,2.4,0,62.6,1
426.5,10,1,2.1,0,159,1
366.4,8,1,0.5,0,141,1
329.74,4,1,2.7,0,87.3,1
274.5,2,0,3.8,0,30.7,1
429.5,9,4,0.5,0,187,0
770.9,14,2,4,0,247,1
309.4,3,1,3.4,0,30.5,1
308.36,7,1,0.8,0,124,1
324.4,4,1,2.9,0,45.6,1
324.4,5,2,1.2,0,110,1
483.5,10,5,0.9,0,177,0
292.4,2,2,2.4,0,76,1
490.6,8,1,3.8,0,141,1
324.4,4,1,2.9,0,45.6,0
289.4,3,0,3.5,0,20.3,1
476.5,11,1,1.5,0,180,1
255.4,1,0,3.8,0,3.2,1
378.4,6,2,2.8,0,121,0
310.4,3,1,4.4,0,34.2,1
311.5,2,1,3.7,0,23.5,1
231.33,2,1,3,0,23.5,1
377.5,4,1,4,0,30,1
192.3,2,1,2.2,0,29.3,1
448.9,3,0,3.9,0,49.8,1
297.8,1,0,4.6,0,3.2,1
377.4,5,1,3,0,57.8,1
317.9,2,0,4.6,0,12.5,0
266.4,2,1,3.5,0,15.3,1
309.32,3,4,3.3,0,110,1
260.38,3,2,4.9,0,53.6,1
426.5,7,1,2.5,0,80.7,1
206.2,3,1,0,0,72.6,1
204.22,4,2,0.5,0,105,1
289.4,3,1,3.6,0,28.2,1
672.7,12,8,-0.6,0,295,0
310.4,3,1,4.4,0,34.2,1
335.2,3,1,3.7,0,35.8,1
301.34,4,3,1.4,0,87.3,1
409.5,6,1,2.9,0,82.4,1
185.26,2,1,2.9,0,52.3,1
362.8,5,2,1.5,0,73.1,1
315.5,2,0,4.9,0,12.5,1
171.24,1,1,1.8,0,12,1
374.2,3,0,3.7,0,54.3,1
285.4,3,1,3.5,0,40.5,1
369.5,6,2,1.5,0,110,1
318.4,4,1,2.8,0,55.6,1
468.5,8,2,3,0,93.1,1
549.6,7,4,1.8,0,166,0
341.8,2,0,4.2,0,37.6,1
295.3,5,1,3.5,0,35.2,1
266.4,2,0,3.8,0,6.5,1
480.5,10,0,0.9,0,127,1
227.71,3,2,2,0,78.4,1
360.9,4,0,4.4,0,24.9,1
458.6,6,1,5,0,66.2,1
357.3,2,0,4.5,0,23.6,1
353.5,4,2,1.7,0,69.8,0
391.3,2,0,4.6,0,23.6,1
385.7,3,2,4.3,0,52.6,1
256.37,3,2,3.4,0,90.3,1
235.32,3,1,3,0,30.5,1
245.36,2,1,2.8,0,23.5,1
449.5,12,8,-5,0,214,0
451.6,5,1,3.8,0,51.2,1
423.5,5,2,3,0,62.2,1
284.4,3,1,2.9,0,35.2,1
226.34,4,2,1.2,0,70.4,1
265.35,3,0,3.3,0,19.4,1
304.4,4,1,1.7,0,58.6,1
488.6,7,1,4.1,0,107,1
344.9,2,0,2.9,0,24.8,1
285.3,6,0,3,0,78.3,1
433,2,0,7.1,0,6.5,1
218.28,3,2,1.8,0,106,1
197.38,3,0,2.3,0,0,1
184.49,6,0,2.1,0,9.2,1
413.5,6,2,1.5,0,108,0
273.24,5,2,3.3,0,103,0
159.23,3,2,-1.6,0,63.3,1
408.4,7,1,3.7,0,26.7,1
424.5,8,0,2.3,0,101,1
176.17,3,1,1.9,0,46.5,0
389.4,7,4,-1.4,0,158,0
182.18,4,2,-0.3,0,95.4,1
144.6,1,1,1.5,0,20.2,1
182.22,1,1,3.6,0,28.7,1
608.5,15,8,-0.8,0,234,0
254.24,4,2,2.5,0,66.8,1
434.5,7,1,4.5,0,52,1
466.4,10,3,0.5,0,181,1
410.4,10,4,-0.3,0,217,0
295.4,2,0,4.5,0,28.5,1
383.5,6,0,1.9,0,69.6,1
496.6,7,2,3.9,0,101,1
446.6,6,2,3.8,0,101,1
299.4,4,1,1.1,0,41.9,1
1202.6,12,5,7.5,0,279,0
303.35,5,1,0.9,0,62.3,1
299.4,4,0,2.2,0,38.8,1
285.34,4,1,1.8,0,49.8,1
170.21,2,1,-0.3,0,63.4,1
349.77,5,3,-1.7,0,113,0
372.5,5,2,1.9,0,91.7,1
372.5,3,1,6.4,0,46.5,1
339.4,4,2,2.7,0,52.9,1
327.4,5,2,2.1,0,70,1
315.4,5,1,1.2,0,59,1
301.34,5,2,0.8,0,70,1
339.36,9,1,-0.8,0,124,1
224.26,3,2,1.7,0,75.3,1
285.34,4,2,0.8,0,52.9,1
408.9,5,3,2.2,0,94.8,1
239.35,1,0,4.1,0,3.2,1
298.8,2,1,2.6,0,35.8,1
410.9,5,2,2.5,0,74.6,1
296.4,3,2,2.9,0,33.3,1
416.5,6,2,2.7,0,93.1,1
376.5,5,2,2.3,0,74.6,1
444.5,8,2,3.2,0,99.9,1
357.4,5,3,0.2,0,73.2,1
451.5,7,1,5.9,0,48.8,1
382.5,3,2,5.7,0,62.2,1
234.29,3,1,3.6,0,38.7,1
401,4,1,4.3,0,52,1
318.33,7,1,2.6,0,56.8,1
276.2,2,0,5,0,12.5,1
435.4,12,4,0.3,0,238,0
466.4,14,5,-1.4,0,291,0
426.5,10,1,2.1,0,159,1
231.08,2,2,1.7,0,76.8,0
156.18,2,2,0.9,0,72.2,1
257.37,2,1,3.1,0,23.5,1
299.4,4,1,2,0,49.8,1
283.4,2,1,3.5,0,23.5,1
341.4,5,2,1.9,0,70,1
355.4,5,2,2.9,0,70,1
271.4,2,0,3.4,0,12.5,1
257.37,2,1,3.1,0,23.5,1
313.4,3,2,3.2,0,43.7,1
327.5,3,2,3.8,0,43.7,1
318.33,7,1,2.6,0,56.8,1
455.5,12,3,-1.4,0,227,1
510.5,12,2,0.9,0,214,0
511.6,14,3,0,0,270,0
383.4,10,3,0,0,201,0
299.4,3,1,2.9,0,32.7,1
367.5,4,0,3.9,0,38.8,1
613.8,7,4,2.8,0,118,0
271.4,2,0,3.4,0,12.5,1
271.35,3,1,2.8,0,32.7,1
347.5,2,1,5.1,0,23.5,1
495.5,8,0,2.7,0,90.8,1
361.5,3,1,4.2,0,40.5,1
283.4,3,1,2.5,0,32.7,1
317.22,2,0,3.9,0,16.1,1
226.32,2,0,1.4,0,40.6,1
240.34,2,0,1.9,0,40.6,1
288.3,4,2,3.1,0,49.2,0
303.2,2,1,3.4,0,24.9,1
376.4,6,2,-0.1,0,95.9,0
314.9,2,0,4.2,0,6.5,1
435.4,12,4,0.3,0,238,0
369.4,6,0,1.5,0,65.1,1
271.31,4,3,0.3,0,61.7,1
243.34,2,2,2.6,0,32.3,1
303.35,5,3,-1.1,0,73.2,1
284.78,4,1,2.4,0,56.8,1
513.6,14,3,-0.2,0,280,0
479.5,13,3,-0.9,0,244,0
301.4,4,2,2,0,52.9,1
406.5,6,0,3.3,0,60.9,1
423.4,10,2,0.4,0,173,0
515.5,12,2,0.7,0,238,0
528.6,10,2,1.5,0,208,0
435.4,12,4,0.3,0,238,0
451.5,7,1,5.9,0,48.8,1
455.5,12,3,-1.4,0,227,0
424.4,10,3,-0.2,0,199,0
554.6,13,4,-1.3,0,288,0
480.6,10,2,-0.1,0,204,0
837,17,5,3.1,0,217,0
763,15,5,3.3,0,198,0
546.6,12,3,0.4,0,245,0
523.6,13,3,0.2,0,256,0
276.03,4,2,1.5,0,104,1
397.4,10,3,-0.7,0,201,0
159.23,3,2,-1.6,0,63.3,1
337.5,2,1,5,0,23.5,1
230.26,3,2,2.3,0,67.8,1
311.4,3,1,2.7,0,40.5,1
193.25,4,0,1,0,48.6,1
345.4,6,2,1,0,79.2,1
263.38,4,2,2.8,0,73.6,1
568.6,13,3,1.1,0,245,0
434.5,7,2,2.8,0,101,1
494.6,8,2,3.9,0,101,1
531.4,6,0,4.3,0,69.1,0
436.5,7,2,1.4,0,93.1,1
410.5,7,3,1.9,0,94.8,1
263.37,3,1,2.6,0,32.7,1
286.33,6,3,0.9,0,102,1
357.35,10,3,0.1,0,185,0
366.4,8,1,0.5,0,141,1
471.5,13,3,-1.7,0,238,0
522.6,12,4,-0.9,0,259,0
370.5,4,0,4.8,0,31.7,1
442,4,1,4.2,0,60.9,1
156.18,2,2,0.9,0,72.2,1
339.4,3,0,3.6,0,45.6,1
321.5,2,1,3.9,0,20.2,1
255.35,2,1,3.7,0,21.3,1
490.6,8,1,3.8,0,141,1
237.25,4,1,0.8,0,70.8,1
466.4,14,5,-1.4,0,291,0
416.4,10,2,0.3,0,99.8,1
453.5,12,4,-0.7,0,238,0
584.7,15,4,0.2,0,305,0
427.5,11,3,-1.4,0,210,0
275.34,4,1,1.9,0,49.8,1
331.4,4,1,1.8,0,54,1
284.78,4,1,2.4,0,56.8,1
244.29,3,0,3,0,44.1,1
411.5,5,3,3.5,0,82.7,1
413.4,11,4,-1.2,0,221,0
462.5,10,5,-2.3,0,225,0
335.3,6,0,1.3,0,64.4,1
224.26,3,2,1.7,0,75.3,1
289.33,5,0,1.8,0,48,1
388.5,3,1,3.8,0,49.4,1
154.21,3,0,0.7,0,24.8,1
453.5,10,4,-0.5,0,232,0
325.8,1,0,4.7,0,18.1,1
296.77,3,1,2.2,0,74.7,1
314.8,4,0,3.2,0,32.3,1
535.6,8,1,2.8,0,112,1
556.6,13,3,0.8,0,260,0
398.9,4,1,4,0,35.9,1
393.5,4,1,4.6,0,35.6,1
197.22,3,1,2.3,0,26,1
453.5,11,2,-0.5,0,230,0
357.5,2,0,5.4,0,12.5,1
333.4,4,0,3.5,0,48,1
295.4,3,0,4,0,21.7,1
312.8,2,1,4.6,0,15.3,1
340.5,5,0,1.7,0,99.1,1
835.1,16,5,4.2,0,196,0
243.22,5,4,-2.1,0,129,1
393.5,4,1,4.6,0,35.6,1
471.5,12,2,1.3,0,200,0
594.6,15,4,-1.3,0,305,0
550.6,12,3,-1.4,0,260,0
466.4,14,5,-1.4,0,291,0
459.5,7,3,3.6,0,99.9,1
219.62,4,1,0.6,0,83.9,1
307.4,2,0,4.5,0,12.5,1
521.5,9,4,2.2,0,183,0
255.74,3,1,2.8,0,52.3,1
303.8,2,0,4.4,0,12.5,0
355.3,2,0,4,0,23.6,1
257.24,7,7,-1.3,0,148,0
273.74,3,0,1.1,0,62.8,1
352.9,2,0,5.5,0,33.2,1
501.7,5,3,3,0,81,0
351.35,8,2,-0.8,0,72.9,0
271.35,3,1,3.1,0,30.5,1
158.16,3,2,-2.2,0,83.6,1
379.5,5,1,3.1,0,54,1
297.4,3,0,3.7,0,21.7,1
380.5,2,1,5.9,0,42,1
340.5,2,2,2.5,0,51.4,1
294.4,2,0,5.8,0,6.5,1
471.7,3,2,6.6,0,43.7,1
138.06,4,2,-1.4,0,70.1,1
314.5,2,1,4.2,0,44.3,1
204.22,2,1,1,0,49.4,1
133.19,1,1,1.5,0,26,1
398.5,8,2,0.6,0,152,1
276.37,3,1,1.7,0,45.3,1
338.4,2,2,2.7,0,51.4,1
244.2,7,4,-1.8,0,144,1
292.37,4,3,1,0,70.6,1
298.4,3,0,4.7,0,31.8,1
244.31,4,3,0.3,0,104,1
358.4,5,1,2.3,0,67.9,1
369.3,2,0,4.4,0,23.6,1
465.9,7,2,3.4,0,86,1
452.5,8,2,2.5,0,93.1,1
422.5,7,2,1.7,0,101,1
494.5,9,1,3.2,0,99.1,1
488.6,8,1,4.2,0,116,1
255.35,2,1,3.7,0,21.3,1
547.6,12,4,-0.2,1,242,1
437.4,13,4,-0.6,0,247,0
395.4,10,4,0,0,212,0
464.6,5,2,3.7,0,74.6,1
673.7,15,5,1.9,0,231,0
514.6,10,2,0.9,0,208,0
292.76,3,1,1.8,0,41.6,1
357.35,10,3,0.1,0,185,0
301.4,4,1,3.8,0,46.6,1
329.3,2,0,4,0,23.6,1
410.6,5,1,4.3,0,87.9,1
254.66,4,1,1.4,0,55.8,1
349.5,8,2,0,0,165,0
540.7,7,1,5.3,0,99.1,1
231.29,3,0,2.4,0,29.5,1
267.4,2,2,3,0,32.3,1
275.34,4,1,1.9,0,49.8,0
289.4,4,1,1.8,0,49.8,1
480.6,6,1,4.7,0,52.2,0
236.48,3,2,1.8,0,58.6,1
267.24,8,4,-1.1,0,140,1
310.5,3,0,5.6,0,31.8,1
382.5,6,0,3.2,0,61.6,1
244.2,6,4,-2,0,119,1
184.49,6,0,2.1,0,9.2,1
356.6,4,0,4.2,0,57.1,1
168.04,7,0,2.6,0,9.2,1
161.2,2,1,1.1,0,43.3,0
404.5,6,0,2.1,0,68.3,1
437.4,13,4,-0.6,0,247,0
357.35,10,3,0.1,0,185,0
568.6,13,2,1.4,0,224,0
645.7,12,6,3.8,0,210,0
264.32,3,1,3.4,0,52,1
265.66,6,1,2.5,0,28.2,1
322.1,4,2,2.7,0,74.6,1
348.5,4,2,2.6,0,74.6,1
383.5,7,3,-2.4,0,136,0
407.9,4,0,4.6,0,63.2,1
419.5,6,0,1.4,0,69.6,1
462.6,6,2,4.7,0,81.7,1
467.5,14,10,-6.2,0,268,0
508.5,9,1,3.7,0,99.1,1
473.6,7,2,3.2,0,104,1
585.8,5,0,9.5,0,48,1
748,14,4,3.2,0,183,0
263.4,2,0,4.4,0,31.5,1
380.4,7,2,4.1,0,42.5,1
385.5,4,0,2.8,0,53.2,1
393.6,2,1,4.1,0,37.3,1
418.5,6,1,2.6,0,80.7,1
426.5,7,1,2.2,0,82.2,1
444.6,6,2,4,0,101,1
478.5,9,2,1.9,0,127,1
339.4,6,3,0,0,130,0
440.5,5,2,5.1,0,88.5,0
444.9,7,3,2.6,0,94.8,1
684.9,8,2,10.7,0,127,1
253.34,3,1,2.6,0,55.4,1
295.4,3,1,2.8,0,32.7,1
380.4,6,2,1.7,0,103,0
354.4,5,0,3.6,0,23.6,1
394.9,5,2,2.6,0,83.8,1
404.5,5,1,4.3,0,72.8,1
455,6,1,3.6,0,72.8,1
455.4,5,1,3.1,0,80.7,1
521.4,6,1,3.9,0,93.8,1
510.6,8,4,0.7,0,192,0
557.6,17,13,-8,0,315,0
807.9,14,5,1.6,0,224,0
314.41,6,1,0.8,0,112,0
347.5,3,1,3.6,0,57.2,1
474.5,8,3,2.2,0,138,1
478.9,6,0,2.8,0,84.9,1
484.5,15,11,-6.9,0,283,0
370.4,7,0,2.3,0,39.7,1
372.5,5,3,1.6,0,94.8,1
377.5,4,0,2.5,0,36,1
395.6,6,2,3.1,0,81.3,1
430.6,3,1,5.4,0,38,1
434.5,7,2,2.5,0,101,1
406.5,8,5,0.2,0,148,0
466.5,6,2,3.9,0,76,1
468.5,5,2,5.4,0,88.5,0
456.5,10,1,3.4,0,99,1
717.9,13,4,3.9,0,174,0
285.34,4,2,0.7,0,50.7,1
379.5,5,2,3.6,0,74.4,1
449.5,8,2,1.6,0,134,0
489.4,6,0,5,0,52.6,1
517,8,1,4.2,0,106,1
569.6,16,12,-6.9,0,298,0
387.9,4,2,3.9,0,53.6,1
439,7,5,2.7,0,136,0
585.6,17,13,-7.9,0,332,0
290.4,3,1,2.2,0,41.6,1
331.8,3,0,3.6,0,21.7,1
410.5,7,3,1.9,0,94.8,1
412.4,8,4,1.1,0,115,1
413.3,4,2,3,0,74.6,1
424.5,8,2,2.7,0,151,0
440.5,9,4,-0.4,0,193,0
465.5,7,0,5.5,0,48,1
495,6,1,4.5,0,80.7,1
405.5,7,3,-1,0,136,0
416.4,9,2,5,0,42.5,1
497.5,10,5,1.9,0,177,0
1115.4,13,10,3.2,0,339,0
122.17,3,2,0.5,0,75.2,1
262.3,2,1,2.2,0,24.4,1
325.4,4,1,4.4,0,37.4,1
392.9,5,3,1.9,0,94.8,1
402.5,6,1,2.1,0,97.7,1
434.9,6,1,1.5,0,97.7,1
442,4,1,4.2,0,60.9,1
446.6,6,1,4.3,0,80.7,1
474.6,6,1,4.9,0,80.7,1
493.5,9,6,-3.4,0,217,0
806,16,4,4,0,209,0
292.4,2,0,1.7,0,40.6,1
324.4,5,2,1.2,0,110,1
359.4,8,4,-2.5,0,175,0
408.9,5,1,2.6,0,71.4,1
295.76,3,1,3.1,0,47.6,1
311.5,2,1,3.7,0,23.5,1
365.4,7,3,-2,0,147,0
408.5,4,0,4.2,0,49.8,1
411.5,5,2,3.1,0,62.2,1
416.5,5,1,4.2,0,80.7,1
459.5,8,1,2.7,0,102,1
470.6,4,2,5.1,0,44.7,1
485,7,1,3.7,0,80.7,1
569.1,9,1,3.8,0,108,1
588.6,13,3,0.6,0,161,0
341.4,5,0,2.4,0,48,1
360.4,5,2,1.1,0,91.7,0
361.9,3,0,4.1,0,30.3,1
372.5,5,3,1.4,0,94.8,1
389.8,7,2,0,0,118,0
399,2,1,7.8,0,45.5,1
425.6,5,2,3.6,0,62.2,1
450.6,7,1,3.3,0,106,1
530.7,6,2,3.9,0,102,1
539.6,16,11,-7,0,284,0
588.5,2,0,10.4,0,26.3,1
244.29,3,2,0.8,0,58.2,1
289.8,2,1,3.7,0,23.5,1
129.16,3,2,-2.2,0,63.3,1
240.3,2,2,2.9,0,41.1,1
319,1,2,2,0,36.4,1
366.5,6,2,2.6,0,137,0
406.5,7,1,2.1,0,127,0
437.6,5,2,3.8,0,62.2,1
475.3,7,3,2.2,0,94.8,1
496.5,9,1,3,0,91.3,1
519.6,13,3,-3.3,0,283,0
686.9,9,7,-0.6,0,232,0
265.35,2,1,2.3,0,42.8,1
297.39,5,1,1.2,0,51.2,1
408.5,7,2,4.9,0,42.5,1
344.4,4,2,1.7,0,74.6,1
368.5,5,2,2.6,0,75.8,1
392.9,5,2,1.4,0,91.7,1
393.5,6,3,-0.9,0,138,0
469.3,6,2,3.2,0,130,0
505.8,5,0,5.3,0,52.6,1
211.26,4,2,1,0,60.8,0
301.4,4,1,2.2,0,41.9,1
376.5,5,2,2.4,0,74.6,1
390.4,6,2,2.8,0,91.7,1
410.9,5,2,2.5,0,74.6,1
422.27,4,0,2.4,0,49.6,1
428.4,8,3,2.1,0,94.8,1
487.4,6,1,4,0,72.8,1
494.5,9,1,3,0,107,1
505,10,5,-1.2,0,174,0
614.6,19,13,-9,0,353,0
173.15,4,0,0.9,0,63.6,1
